identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000050,Ronald Reagan and Republican Elephant argue over which direction to drive to next,Florida Times-Union,"Ronald Reagan and the Republican elephant point in opposite directions while holding open a map inside of a convertible car. They are stopped at a pole with numerous, conflicting signs that say ""defense cuts,"" ""tax cuts,"" ""jobs program,"" ""more defense spending,"" and others suggestions.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Reagan, Ronald",reformatted digital,Republican Party (U.S. : 1854- ),,,,Republican elephant (Symbolic character),Government spending policy,United States--Economic conditions--1981-2001,"Expenditures, Public",Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000051,Reagan vows fight against mob and drugs!,Florida Times-Union,"A mafia godfather, under the guise of a corporate chairman, writes to President Ronald Reagan questioning why the president would want to end the largest business in the country when unemployment is rampant. One of the mafia goons reads a newspaper with the headline declaring Reagan's intention to fight the mob and illegal drugs.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Mafia--United States,Unemployment,Corporations,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000052,"Frankly, I don't know if Israel is losing our support!",Florida Times-Union,A poll taker interviews a family of three at a run-down apartment building. The father of the family declares he does not know whether Israel is losing the family's support because it is having difficulty supporting itself.,copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,United States--Economic conditions--1981-2001,United States--Foreign relations--Israel,Poverty,Public opinion,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000053,"You understand, of course, that even though I accept this contribution...I remain my own man!!",Florida Times-Union,"A man wearing a suit and carrying a briefcase labeled ""Congress"" accepts money from a man dressed like the Devil, complete with a cape labeled ""Political Action Committees."" The Devil deposits a slip of paper into a box labeled ""Bought Souls.""",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,,,,,Devil,Political action committees,Political corruption,Campaign funds,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000054,If you can catch it...we just might solve some of our budget problems!!,Florida Times-Union,"Two police officers in a police car labeled ""Congress"" spot a military aircraft called ""Defense Spending"" zoom by.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,United States. Congress,reformatted digital,,,,,Government spending policy,"Expenditures, Public",United States--Economic conditions--1981-2001,United States--Armed Forces--Appropriations and expenditures,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000055,Sarge...you got any word from the President on how much longer we're going to have to stay here?,Florida Times-Union,"A U.S. soldier stands amongst a giant, menacing snake that has encircled around him. The soldier stands next to a crate labeled ""Lebanon.""",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Lebanon,,,United States. Armed Forces,reformatted digital,,,,,"Lebanon--History--Civil War, 1975-1990",United States--Foreign relations--Middle East,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000056,They left this behind...What do we do with it?,Florida Times-Union,"Two Israeli soldiers wonder what to do with a ticking crate, labeled ""Unresolved Palestinian Question,"" left behind by the Palestine Liberation Organization (PLO) as a camera crew and photographer record the PLO departing by boat.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Lebanon,Israel,,"Arafat, Yasir, 1929-2004",reformatted digital,,,,,"Lebanon--History--Civil War, 1975-1990","Lebanon--History--Israeli intervention, 1982-1985",,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000057,Secretary of State Alexander Haig pulls together the British and Argentine positions over the Falklands,Florida Times-Union,"Secretary of State Alexander Haig stands between two pedestals while pulling on ropes and standing over a piece of paper labeled ""Falklands."" One rope connects to the Great Britain pedestal and British Prime Minister Margaret Thatcher. The other rope connects to the Argentina pedestal and Argentine president Jorge Rafael Videla.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Falkland Islands,Great Britain,Argentina,"Haig, Alexander Meigs, 1924-2010",reformatted digital,"Thatcher, Margaret","Videla, Jorge Rafael, 1925-2013",,,"Falkland Islands War, 1982",International relations,United States--Foreign relations--Great Britain,United States--Foreign relations--Argentina,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000058,"Now the next step is critical, amigos...I want you to talk to each other!",Florida Times-Union,"A representative from Mexico connects three telephones from three telephone booths in an effort to have U.S. Secretary of State Alexander Haig, Nicaraguan junta coordinator Daniel Ortega, and Cuban President Fidel Castro talk to each other.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Cuba,Nicaragua,"Haig, Alexander Meigs, 1924-2010",reformatted digital,"Castro, Fidel, 1926-","Ortega, Daniel",,,International relations,United States--Foreign relations--Cuba,United States--Foreign relations--Nicaragua,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000059,"The Britain-Argentina Dispute, the Israel-Palestinian Dispute, and a Blind United Nations",Florida Times-Union,"Two large bombs called the Britain-Argentina Dispute and the Israel-Palestinian Dispute protrude from the ground. A blind man wearing a padded UN shirt and a helmet stands nearby, carrying a cane and a leash connected to a chicken.",copyright 1982,1982,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Great Britain,Argentina,Israel,United Nations,reformatted digital,,,,,"Falkland Islands War, 1982","Lebanon--History--Israeli intervention, 1982-1985",International relations,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000060,Hold it...I'm running out of arms!,Florida Times-Union,"President Ronald Reagan arm wrestles with two men simultaneously, with one wearing a ""Congress"" shirt and the other wearing a Soviet Union shirt. Two men, wearing ""Press"" and ""Allies"" shirts, wrestle with Reagan's feet. A man wearing a ""Budget Deficits"" shirt pinches the president's ear.",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Reagan, Ronald",reformatted digital,United States. Congress,,,,United States--Politics and government--1945-1989,United States--Economic conditions--1981-2001,International relations,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000061,No...It's the news about what's going on in Washington!,Florida Times-Union,"A man sitting in an arm chair in front of a television comments on what appears on the screen: adultery, homosexuality, dirty tricks, and sex tapes. His wife asks if the television show is a new soap opera. He clarifies it's the news from Washington (D.C.).",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,,reformatted digital,,,,,United States--Social conditions--1945-,Adultery,Sex,United States. Congress--Ethics,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000062,Hello police...A gang of just ordinary looking citizens mugged me and my reindeer and made off with all my Cabbage Patch dolls!,Florida Times-Union,Santa Claus calls the police from a telephone booth. His sleigh is overturned with strewn wrapped packages. His reindeer are toppled over in the snow or on top of the upside-down sleigh.,copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),Popular culture--United States--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Santa Claus,reformatted digital,,,,,Cabbage Patch Kids dolls,Mugging,Christmas,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000063,Everybody out...I think it's over!,Florida Times-Union,"Uncle Sam and other citizens emerge from a manhole whose lid is labeled ""Recession."" The landscape around them indicates a post-Apocalyptic wasteland.",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Uncle Sam (Symbolic character),United States--Economic conditions--1981-2001,Recessions,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000064,I thought this was supposed to be a covert operation??,Florida Times-Union,"A rebel soldier inquires a CIA agent about whether his detonating of an off-frame explosive device was a covert operation. A man wearing a ""Govt. Leaks"" shirt whistles and points in their direction, while a reporter and a videographer record footage. A sign nearby reads ""Nicaragua.""",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Nicaragua,,,United States. Central Intelligence Agency,reformatted digital,,,,,Espionage,Foreign correspondents,Foreign news,United States--Foreign relations--Nicaragua,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000065,Unemployed man chases after a horse called Recovery,Florida Times-Union,"A man wearing an ""Unemployed"" shirt runs up a steep rocky slope carrying a saddle. He chases a horse called ""Recovery"" up the slope.",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,United States--Economic conditions--1981-2001,Unemployment,Recessions,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000066,President Reagan and Congress fight over the foreign policy elevator,Florida Times-Union,"President Ronald Reagan and a congressman push opposite buttons on an elevator dubbed ""Foreign Policy."" When the doors open, they fight over who gets on it first. The doors close and they repeat pushing opposite buttons.",copyright 1983,1983,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Reagan, Ronald",reformatted digital,United States. Congress,,,,United States--Politics and government--1945-1989,International relations,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000067,Peace debates,Florida Times-Union,Uncle Sam and a European representative record a television peace debate with President Ronald Reagan and U.S.S.R. Communist Party General Secretary Yuri Andropov. Reagan emphasizes that he will work for peace with the Soviet Union even though it had broken three arms agreements. Andropov protests the statement.,copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Soviet Union,,"Reagan, Ronald",reformatted digital,"Andropov, I͡U. V. (I͡Uriĭ Vladimirovich), 1914-1984",,,,International relations,United States--Foreign relations--Soviet Union,Television debates,Uncle Sam (Symbolic character),Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000068,Hey...is that legal to do before the elections?,Florida Times-Union,President Ronald Reagan is sworn in for a second term of office at the Republican National Convention. A reporter questions the legality of the action. The Republican elephant replies the party is trying to save the country money.,copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Reagan, Ronald",reformatted digital,Republican Party (U.S. : 1854- ),"Reagan, Nancy, 1921-",,,Presidents--United States--Election,Republican elephant (Symbolic character),Inauguration,Republican National Convention,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000069,Tip and Ron's Budget Store,Florida Times-Union,"President Ronald Reagan and U.S. House of Representatives Speaker Tip O'Neill sit on the porch of their budget store. A lit fuse circles around the store, leading to a giant bomb labeled ""The Deficit"" sitting behind the store.",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Reagan, Ronald",reformatted digital,"O'Neill, Tip",,,,Government spending policy,Budget deficits,"Expenditures, Public",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000070,"I appreciate you letting me stay, but I sure wish you would have brought me another watch dog!!",Florida Times-Union,"Uncle Sam welcomes Ronald Reagan to the White House. Reagan notices the ""watch dog"" is a snarling Democratic donkey called ""House"" who guards a Congress food bowl. A snarling Republican elephant whose dog tag reads ""Senate"" peers in through the window.",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),"White House (Washington, D.C.)",,"Reagan, Ronald",reformatted digital,United States. Congress,Republican Party (U.S. : 1854- ),Democratic National Committee (U.S.),,Uncle Sam (Symbolic character),Republican elephant (Symbolic character),Democratic donkey (Symbolic character),United States--Politics and government--1945-1989,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000071,Would you kids mind taking off your masks? My husband is terrified of liberalism!!,Florida Times-Union,"A couple answers the door to two trick-or-treaters. The husband clutches his chest and appears ill. When the wife implores the trick-or-treaters remove their masks, one of them reveals they are not wearing masks. They are Democratic presidential candidate Walter Mondale and his running mate Geraldine Ferraro.",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Mondale, Walter F., 1928-",reformatted digital,"Ferraro, Geraldine",,,,Presidents--United States--Election,Political campaigns--United States,Halloween,Liberalism,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000072,The Final Victory!,Florida Times-Union,"Four U.S. military veterans raise an American flag labeled ""Vets"" in the style of the iconic ""Raising the Flag on Iwo Jima"" photograph. Two of the veterans are are injured. They raise the flag in front of a building whose sign reads ""Dow Chemical Co. and Others."" A flyer on the ground reads ""Agent Orange Settlement.""",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Dow Chemical Company,reformatted digital,United States. Armed Forces,,,,Products liability--Agent Orange,"Iwo Jima, Battle of, Japan, 1945--Pictorial works",Class actions (Civil procedure),,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon. The caption to the illustration is attached to the bottom.,Still Image
0012_003707_000073,"Well, he's home! Thank goodness Congress is going to put an end to this!",Florida Times-Union,"A teenager has crashed his car into his family's living room, and he appears to be intoxicated. His father angrily waves a newspaper with the headline ""House votes to raise legal drinking age to 21"" while voicing his approval over the decision. His shocked mother and the family dog observe the damage.",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Drinking age--Law and legislation,Drunk driving,Teenage automobile drivers,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000074,Hey...Why don't you right wing weirdo hecklers shut...Son?,Florida Times-Union,And older man campaigning with Walter Mondale and Geraldine Ferraro supporters realizes his son is part of the campaigners for Ronald Reagan and George H. W. Bush.,copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Republican Party (U.S. : 1854- ),reformatted digital,Democratic National Committee (U.S.),,,,Presidents--United States--Election,Political campaigns--United States,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000075,The economy is falling!!!! The economy is falling!!,Florida Times-Union,"An anthromorphic chicken in a suit is hit on the head with a giant acorn whose label reads ""GNP up 7.5%."" The chicken, an economist, starts to cry out in a similar fashion as in the fable Chicken Licken. The tree from which the acorn came reads ""Economy.""",copyright 1984,1984,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Economic conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,United States--Economic conditions--1981-2001,Chicken Licken,Gross national product,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000076,"Okay...let me put it this way, all in favor of freezing social security benefits, if I initiate it, raise your hands!",Florida Times-Union,"President Ronald Reagan holds onto an old man by his suspenders as the man dangles off the side of a cliff. Two men representing the Senate and House of Representatives hold onto a giant file labeled ""Budget"" and raise their hands in agreement to suspend social security benefits.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Reagan, Ronald",reformatted digital,United States. Congress,,,,Government spending policy,Budget deficits,"Expenditures, Public",Social security,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000077,But Cap!! Declare war on Congress?,Florida Times-Union,"Secretary of Defense Caspar ""Cap"" Weinberger, dressed and staged in the same manner as in the opening scene to the movie ""Patton,"" says he will fight before giving up any of the defense budget. Ronald Reagan, holding a long rifle over his shoulder, nervously questions declaring war on Congress, which wants a spending freeze.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Reagan, Ronald",reformatted digital,"Weinberger, Caspar W.",,,,Government spending policy,United States--Armed Forces--Appropriations and expenditures,Patton (Motion picture),,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000078,Republican Elephant and Democratic Donkey argue over who will land the Deficit hot air balloon,Florida Times-Union,Uncle Sam dangles from a rope below as the Republican elephant and the Democractic donkey argue over landing their hot air balloon called Deficit.,copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Earth (Planet),,,United States. Congress,reformatted digital,Republican Party (U.S. : 1854- ),Democratic National Committee (U.S.),,,Uncle Sam (Symbolic character),Republican elephant (Symbolic character),Democratic donkey (Symbolic character),Budget deficits,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000079,Now look what a mess you've got us in!!,Florida Times-Union,"A scientist wearing a lab coat labeled ""Congress"" scolds his monster, wearing a ""Tax Code"" suit jacket, as an angry mob protesting tax reform barges through the door.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Congress,reformatted digital,Frankenstein’s monster (Fictitious character),,,,Taxation--United States,Taxation--Public opinion,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000080,"This is a search! Come on out here and spread eagle, on the double!!",Florida Times-Union,"A teacher shouts into a rest room to summon more students for a search. She holds a newspaper with the headline ""Courts say schools can search students."" Three students have already placed their hands against the hallway wall, with the contents from their pockets laying on the floor.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 17 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Searches and seizures,Elementary schools,Elementary school teachers,Judgments,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000081,America's Favorite Pastime:  Strike,Florida Times-Union,Two baseball players fight to catch a dollar bill. The players represent the baseball players on strike and the baseball team owners.,copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),Sports--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,Major League Baseball (Organization),reformatted digital,Major League Baseball Players Association,,,,Strikes and lockouts--United States,Strikes and lockouts--Baseball--United States,Baseball,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000082,"Good Heavens...are there no standards left in covering a news story, anymore?",Florida Times-Union,"A man in his arm chair watches television. He switches channels, with each news station covering the Lebanon hostage crisis from a different angle.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Foreign news,"Lebanon--History--Civil War, 1975-1990","TWA Flight 847 Hijacking Incident, 1985",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000083,Retribution Day,Florida Times-Union,"Uncle Sam, a Miss Retribution pageant girl, and a man wearing a USA hat wait on a bandstand with an idle marching band. A large sign reading ""Retribution Day"" adorns the bandstand along with patriotic decorations. Two quotes from Ronald Reagan appear above and below the scene, both of which refer to his policies for handling terrorism.",copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Uncle Sam (Symbolic character),International relations,International relations and terrorism,Terrorism,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
